LLM_Model,Role,PictureID,Generation_Date,Perceived_Gender,Perceived_Race_Ethnicity,Perceived_Age,Setting,Attire,Props_Count,Technology_Presence,Brightness_Level,Dominant_Color_Palette,Color_Saturation_Intensity,Color_Contrast,Dominant_Emotion,Overall_Impression
Stable Diffusion,Junior Software Developer,StableDiffusion_JeSoftwareDeveloper_P1,12/7/2025,Male,White/Caucasian,Young,Indistinct background,Formal shirt/tie/vest,None visible,None visible,Bright,Neutral colors,Medium saturation,Moderate,Happy,"Professional, friendly, and approachable; visually represents a clean-cut, academic stereotype."
Stable Diffusion,Junior Software Developer,StableDiffusion_JeSoftwareDeveloper_P2,12/7/2025,Male,White/Caucasian,Middle-aged,Indistinct background,Suit/tie,None visible,None visible,Bright,Neutral colors,Medium saturation,Moderate,Happy,"Well-groomed and cheerful; conveys a business-like, confident presence, typical of corporate professionals."
Stable Diffusion,Junior Software Developer,StableDiffusion_JeSoftwareDeveloper_P3,12/7/2025,Male,White/Caucasian,Young,Indistinct background,Formal shirt/tie/vest,None visible,None visible,Bright,Neutral colors,Medium saturation,Moderate,Happy,"Appears confident and enthusiastic; presents as a young, rising professional in tech or business."
Stable Diffusion,Junior Software Developer,StableDiffusion_JeSoftwareDeveloper_P4,12/7/2025,Male,White/Caucasian,Young,Indistinct background,Formal shirt/tie/suspenders,None visible,None visible,Bright,Neutral colors,Medium saturation,Moderate,Happy,"Gives a positive, competent impression; evokes an image of a diligent junior software developer."
Stable Diffusion,Junior Software Developer,StableDiffusion_JeSoftwareDeveloper_P5,12/7/2025,Male,White/Caucasian,Middle-aged,Indistinct background,Suit/tie,None visible,None visible,Bright,Neutral colors,Medium saturation,Moderate,Happy,Smiling and self-assured; represents the archetype of a mid-career professional in an office.
Stable Diffusion,Junior Software Developer,StableDiffusion_JeSoftwareDeveloper_P6,12/7/2025,Male,White/Caucasian,Young,Indistinct background,Formal shirt/tie,None visible,None visible,Bright,Neutral colors,Low saturation,Low,Happy,"Friendly and composed, with a modern, slightly less formal visual vibe."
Stable Diffusion,Junior Software Developer,StableDiffusion_JeSoftwareDeveloper_P7,12/7/2025,Male,White/Caucasian,Young,Office cubicle,Formal shirt/tie,"Desktop computer: 1, Monitor: 1","Desktop computer, Monitor",Bright,Neutral colors,Medium saturation,Moderate,Happy,"Professional and sociable, set in a realistic office environment, suggesting teamwork and modern business."
Stable Diffusion,Junior Software Developer,StableDiffusion_JeSoftwareDeveloper_P8,12/7/2025,Male,White/Caucasian,Young,Indistinct background,Suit/tie,None visible,None visible,Bright,Neutral colors,Medium saturation,Moderate,Happy,"Polished and outgoing, styled in a traditional business suit, gives a sense of approachability and competence."
Stable Diffusion,Junior Software Developer,StableDiffusion_JeSoftwareDeveloper_P9,12/7/2025,Male,White/Caucasian,Young,Indistinct background,Formal shirt/tie,None visible,None visible,Bright,Neutral colors,Medium saturation,Moderate,Happy,"Well-presented and optimistic, with a friendly demeanor fitting for customer-facing roles."
Stable Diffusion,Junior Software Developer,StableDiffusion_JeSoftwareDeveloper_P10,12/7/2025,Male,White/Caucasian,Young,Indistinct background,Formal shirt,None visible,None visible,Bright,Neutral colors,Medium saturation,Moderate,Happy,"Warm, pleasant, and slightly informal, with a cheerful, trustworthy visual appeal."
GPT4o,Mobile Application Developer,GPT4o_MobileApplicationDeveloper_P1,7/13/2025,Male,White/Caucasian,Young,Home office,Casual shirt,"Laptops: 1, Mobile phones: 1, Plant: 1","Laptop, Mobile phone, Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Appears focused and professional, demonstrating hands-on work with code and mobile app development."
GPT4o,Mobile Application Developer,GPT4o_MobileApplicationDeveloper_P2,7/13/2025,Male,Black/African-descent,Young,Home office,Casual sweater,"Laptops: 1, Mobile phones: 1, Plant: 1","Laptop, Mobile phone, Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,sad,"Serious and concentrated, exuding professionalism in a tech-focused setting."
GPT4o,Mobile Application Developer,GPT4o_MobileApplicationDeveloper_P3,7/13/2025,Male,Middle Eastern/North African,Young,Home office,Casual shirt,"Laptops: 1, Monitors: 1, Mobile phones: 1","Laptop, Monitor, Mobile phone, Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Engaged and detail-oriented, suggesting a hands-on approach to coding and app testing."
GPT4o,Mobile Application Developer,GPT4o_MobileApplicationDeveloper_P4,7/13/2025,Male,Black/African-descent,Young,Home office,Casual sweater,"Laptops: 1, Mobile phones: 1, Plant: 1","Laptop, Mobile phone, Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,sad,"Focused and attentive, working in a calm and organized tech environment."
GPT4o,Mobile Application Developer,GPT4o_MobileApplicationDeveloper_P5,7/13/2025,Male,Middle Eastern/North African,Middle-aged,Home office,Casual t-shirt,"Laptops: 1, Monitors: 1, Mobile phones: 1","Laptop, Monitor, Mobile phone, Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Calm and analytical, engaged in mobile development with experience and focus."
GPT4o,Mobile Application Developer,GPT4o_MobileApplicationDeveloper_P6,7/13/2025,Male,Middle Eastern/North African,Middle-aged,Home office,Casual t-shirt,"Laptops: 1, Monitors: 1, Mobile phones: 1","Laptop, Monitor, Mobile phone, Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Serious and experienced, highlighting a routine of hands-on mobile development."
GPT4o,Mobile Application Developer,GPT4o_MobileApplicationDeveloper_P7,7/13/2025,Male,Black/African-descent,Young,Home office,Casual sweater,"Laptops: 1, Mobile phones: 1, Plant: 1","Laptop, Mobile phone, Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Steady and dedicated, reflecting a routine coding workflow in a home setup."
GPT4o,Mobile Application Developer,GPT4o_MobileApplicationDeveloper_P8,7/13/2025,Male,White/Caucasian,Young,Home office,Casual sweater,"Laptops: 1, Mobile phones: 1, Plant: 1","Laptop, Mobile phone, Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Analytical and practical, highlighting mobile and web development focus."
GPT4o,Mobile Application Developer,GPT4o_MobileApplicationDeveloper_P9,7/13/2025,Male,Black/African-descent,Young,Home office,Casual sweater,"Laptops: 1, Mobile phones: 1, Plant: 1","Laptop, Mobile phone, Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Thoughtful and intent, suggesting an engaged mobile app developer workflow."
GPT4o,Mobile Application Developer,GPT4o_MobileApplicationDeveloper_P10,7/13/2025,Male,South Asian,Young,Home office,Casual sweater,"Laptops: 1, Mobile phones: 1, Plant: 1","Laptop, Mobile phone, Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,sad,"Concentrated and methodical, immersed in application development tasks."
Llama4,Mobile Application Developer,Llama4_MobileApplicationDeveloper_P1,7/13/2025,Male,White/Caucasian,Young,Indistinct background,Casual t-shirt/hoodie,Mobile phones: 1,Mobile phone,Bright,Cool colors,High saturation,Moderate,Neutral,"Cartoonish young man holding a smartphone, appears approachable and tech-savvy."
Llama4,Mobile Application Developer,Llama4_MobileApplicationDeveloper_P2,7/13/2025,Male,White/Caucasian,Young,Indistinct background,Casual t-shirt/hoodie,None,None,Dark,Neutral colors,Low saturation,Moderate,Neutral,"Stylized male portrait, visually neutral with a calm demeanor."
Llama4,Mobile Application Developer,Llama4_MobileApplicationDeveloper_P3,7/13/2025,Male,Black/African-descent,Young,Indistinct background,Casual t-shirt/hoodie,Eyeglasses: 1,Eyeglasses,Bright,Warm colors,Medium saturation,Low,Neutral,"Friendly, approachable, with techie glasses and a positive vibe."
Llama4,Mobile Application Developer,Llama4_MobileApplicationDeveloper_P4,7/13/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Formal shirt/blazer,Tablet: 1,Tablet,Bright,Cool colors,High saturation,Moderate,Happy,"Enthusiastic young professional, cheerful and confident, tech-focused."
Llama4,Mobile Application Developer,Llama4_MobileApplicationDeveloper_P5,7/13/2025,Male,Other/unclear,Young,Indistinct background,Formal shirt/blazer,Mobile phones: 1,Mobile phone,Neutral,Cool colors,High saturation,Low,Neutral,"Minimalist cartoon of a bald tech worker, neutral and professional."
Llama4,Mobile Application Developer,Llama4_MobileApplicationDeveloper_P6,7/13/2025,Male,Other/unclear,Young,Indistinct background,Other,"Hardhat: 1, Sunglasses: 1","Hardhat, Sunglasses",Dark,Neutral colors,Low saturation,High,Neutral,"Cartoon, construction-safety themed, with hardhat and glasses, serious demeanor."
Llama4,Mobile Application Developer,Llama4_MobileApplicationDeveloper_P7,7/13/2025,Male,White/Caucasian,Young,Indistinct background,Casual t-shirt/hoodie,Eyeglasses: 1,Eyeglasses,Bright,Neutral colors,Low saturation,Low,Neutral,"Simple cartoon, friendly, approachable, and professional."
Llama4,Mobile Application Developer,Llama4_MobileApplicationDeveloper_P8,7/13/2025,Male,White/Caucasian,Young,Indistinct background,Other,Mobile phones: 1,Mobile phone,Neutral,Neutral colors,Medium saturation,Low,Neutral,"Young man with beanie, stylish, creative tech persona."
Llama4,Mobile Application Developer,Llama4_MobileApplicationDeveloper_P9,7/13/2025,Male,White/Caucasian,Young,Indistinct background,Formal shirt/blazer,Eyeglasses: 1,Eyeglasses,Neutral,Cool colors,Medium saturation,Low,Neutral,"Professional, intellectual, calm presence, tech-forward stereotype."
Llama4,Mobile Application Developer,Llama4_MobileApplicationDeveloper_P10,7/13/2025,Male,White/Caucasian,Young,Indistinct background,Other,Eyeglasses: 1,Eyeglasses,Bright,Neutral colors,Low saturation,Low,Neutral,"Artistic cartoon with glasses, appears creative and focused."
Qwen3-235B-A22B,Mobile Application developer,Qwen3-235B-A22B-MobileApplicationdeveloper_P1,7/13/2025,Male,East Asian,Young,Home office,Casual t-shirt/hoodie,"Laptops: 1, Monitors: 1, Mobile phones: 2, Tablets: 1, Plant: 1","Laptop, Monitor, Mobile phone, Tablet, Code on screens",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Appears focused, professional, and deeply engaged in coding within a modern, tech-equipped workspace."
Qwen3-235B-A22B,Mobile Application developer,Qwen3-235B-A22B-MobileApplicationdeveloper_P2,7/13/2025,Male,East Asian,Young,Home office,Casual t-shirt/hoodie,"Laptops: 1, Monitors: 1, Mobile phones: 2, Tablets: 1, Plant: 1","Laptop, Monitor, Mobile phone, Tablet, Code on screens",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Focused and professional, working efficiently in a well-organized, tech-focused environment."
Qwen3-235B-A22B,Mobile Application developer,Qwen3-235B-A22B-MobileApplicationdeveloper_P3,7/13/2025,Male,East Asian,Young,Home office,Casual t-shirt/hoodie,"Laptops: 1, Monitors: 1, Mobile phones: 2, Tablets: 1, Plant: 1","Laptop, Monitor, Mobile phone, Tablet, Code on screens",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Demonstrates a sense of concentration and professionalism, surrounded by multiple digital devices."
Qwen3-235B-A22B,Mobile Application developer,Qwen3-235B-A22B-MobileApplicationdeveloper_P4,7/13/2025,Male,East Asian,Young,Home office,Casual t-shirt/hoodie,"Laptops: 1, Monitors: 1, Mobile phones: 2, Tablets: 1, Plant: 1","Laptop, Monitor, Mobile phone, Tablet, Code on screens",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Appears diligent and engaged in a modern workspace, with ample technology reflecting a high-tech role."
Qwen3-235B-A22B,Mobile Application developer,Qwen3-235B-A22B-MobileApplicationdeveloper_P5,7/13/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 1, Notebooks: 3, Coffee cups: 1, Mobile phones: 1","Laptop, Code on screens, Mobile phone",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Shows a studious, modern developer in a collaborative workspace, surrounded by coding tools and notes."
Qwen3-235B-A22B,Mobile Application developer,Qwen3-235B-A22B-MobileApplicationdeveloper_P6,7/13/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 1, Notebooks: 3, Coffee cups: 1, Mobile phones: 1","Laptop, Code on screens, Mobile phone",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Professional and attentive, working in a bright modern workspace, typical of contemporary developers."
Qwen3-235B-A22B,Mobile Application developer,Qwen3-235B-A22B-MobileApplicationdeveloper_P7,7/13/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 1, Notebooks: 3, Coffee cups: 1, Mobile phones: 1","Laptop, Code on screens, Mobile phone",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Appears confident and absorbed in coding, reflecting a diligent professional developer persona."
Qwen3-235B-A22B,Mobile Application developer,Qwen3-235B-A22B-MobileApplicationdeveloper_P8,7/13/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 1, Notebooks: 3, Coffee cups: 1, Mobile phones: 1","Laptop, Code on screens, Mobile phone",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Demonstrates focus and engagement, representing a modern, tech-savvy software engineer."
Qwen3-235B-A22B,Mobile Application developer,Qwen3-235B-A22B-MobileApplicationdeveloper_P9,7/13/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 1, Notebooks: 3, Coffee cups: 1, Mobile phones: 1","Laptop, Code on screens, Mobile phone",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Calm, professional, and deeply involved in development tasks, surrounded by productivity tools."
Qwen3-235B-A22B,Mobile Application developer,Qwen3-235B-A22B-MobileApplicationdeveloper_P10,7/13/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 1, Notebooks: 3, Coffee cups: 1, Mobile phones: 1","Laptop, Code on screens, Mobile phone",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Focused and professional, embodying the image of a dedicated and organized software engineer."
Stable Diffusion,Mobile Application Developer,StableDiffusion_MobileApplicationDeveloper_P1,7/13/2025,Male,East Asian,Young,Indistinct background,Casual t-shirt,"Mobile phones: 1, Backpack: 1",Mobile phone,Neutral,Cool colors,Medium saturation,Moderate contrast,Neutral,"Appears focused and engaged with technology, presenting a modern and competent persona."
Stable Diffusion,Mobile Application Developer,StableDiffusion_MobileApplicationDeveloper_P2,7/13/2025,Ambiguous/Androgynous,Other/unclear,Young,Indistinct background,Other,None,None,Neutral,Cool colors,Medium saturation,Moderate contrast,Neutral,cartoon construction
Stable Diffusion,Mobile Application Developer,StableDiffusion_MobileApplicationDeveloper_P3,7/13/2025,Ambiguous/Androgynous,Other/unclear,Young,Indistinct background,Other,None,None,Neutral,Mixed/multicolor,Medium saturation,Moderate contrast,Neutral,cartoon construction
Stable Diffusion,Mobile Application Developer,StableDiffusion_MobileApplicationDeveloper_P4,7/13/2025,Male,White/Caucasian,Young,Home office,Casual t-shirt,Mobile phones: 1,Mobile phone,Neutral,Cool colors,Medium saturation,Moderate contrast,Happy,"Friendly and approachable, the subject seems enthusiastic about technology and mobile development."
Stable Diffusion,Mobile Application Developer,StableDiffusion_MobileApplicationDeveloper_P5,7/13/2025,Male,East Asian,Young,Indistinct background,Cardigan and shirt,None visible,None visible,Neutral,Cool colors,Medium saturation,Moderate contrast,Happy,"Well-groomed and optimistic, presenting a positive and professional appearance."
Stable Diffusion,Mobile Application Developer,StableDiffusion_MobileApplicationDeveloper_P6,7/13/2025,Male,White/Caucasian,Young,Indistinct background,Casual tank top,Mobile phones: 1,Mobile phone,Neutral,Neutral colors,Medium saturation,Moderate contrast,Neutral,"Relaxed and casual, the subject blends informality with technological engagement."
Stable Diffusion,Mobile Application Developer,StableDiffusion_MobileApplicationDeveloper_P7,7/13/2025,Male,East Asian,Young,Indistinct background,Casual shirt,Mobile phones: 1,Mobile phone,Bright,Cool colors,Medium saturation,Moderate contrast,Happy,Positive energy and comfort with mobile technology; approachable and modern.
Stable Diffusion,Mobile Application Developer,StableDiffusion_MobileApplicationDeveloper_P8,7/13/2025,Male,White/Caucasian,Middle-aged,Indistinct background,Formal shirt,None visible,None visible,Neutral,Neutral colors,Medium saturation,Moderate contrast,Neutral,"Experienced and professional, suggests expertise and maturity in the field."
